id_libro,Unidad,Titulo,Autor,Clasificacion
7706,1,CONTEMPORANY AMERICAN EDUCATION,"DROPKIN, STAN",LA 205 D786
7707,1,BIOTECHNOLOGY,"ROY, DARBESHWAR",TP 248.2 R888
7708,1,THE DEVELOPMENT AND ORGANIZATION OF EDUCATION IN C,"FALK, CHARLES J.",LA 243 F179
7709,1,LA FORMACION DE LA SOCIEDAD ECONOMICA,"HEILBRONER, ROBERT L.",HC 21 H466
771,1,QUIMICA ORGANICA,"ELLIS, G.P.",QD 251.2 E47
6799,1,OBJETIVOS DE LA EDUCACION,"LANDSHEERE, VIVIANE DE",LB 1029 L263
7711,1,DERECHO MERCANTIL : INTRODUCCION Y CONCEPTOS FUNDA,"MANTILLA MOLINA, ROBERTO",KGF 1059 M291
68091,1,CONTROL ESTADiSTICO DE LA CALIDAD Y SEIS SIGMA,"GUTIERREZ PULIDO, HUMBERTO",TS 156 G984
66710,1,ADVANCED ENGINEERING MATHEMATICS,"ZILL, DENNIS G.",TA 330 Z69
7462,1,SEGURIDAD INDUSTRIAL,,T 55 .A2 S456
7703,1,ETHICAL HACKING : UN ENFOQUE METODOLOGICO PARA PRO,"SALLIS, EZEQUIEL",TK 5105.59 S168
7660,1,ADMINISTRACION DEL CREDITO A LAS EMPRESAS Y AL CON,"COLE, ROBERT H.",HG 3751 C689
7570,1,FUNDAMENTOS DE TECNOLOGIA DE CONSTRUCCION DE MAQUI,"BALAKSHIN, B.",TJ 1180 B171
7641,1,FUNDAMENTOS DE ESTADiSTICA PARA ADMINISTRACION Y,"WONNACOTT, THOMAS H.",HB 171.5 W872
7642,1,BASES DE DATOS : DESARROLLO DE APLICACIONES MULTIP,"LOPEZ MONTALBAN, IVAN",QA 76.9D32 L864
6812,1,COLIBRi,,PQ 7298.12 C696
7644,1,TECNOLOGIA DE LA CONSTRUCCION,"BAUD, G.",TH 145 B338
7645,1,LOS ALIMENTOS: CUESTIONES DE BROMATOLOGIA,,TX 354 A898
7510,1,LA EXPROPIACION PETROLERA,,HD 9560.9.M11 E56
68090,1,PRINCIPLES OF HELICOPTER AERODINAMICS,"LEISHMAN, J. GORDON",TL 716 L532
7691,1,CALCULO DE BALANCES DE MATERIA Y ENERGIA : METODOS,"HENLEY, ERNEST J.",TP 155.7 H514
697,1,MARX Y EL MARXISMO. ESTUDIOS HISTORICO-CRiTICOS,"MONDOLFO, RODOLFO",HX 650.77.2 M741
7639,1,LA CIENCIA DE LA COMUNICACION HUMANA,"SCHRAMM, WILBUR",HD 30.3 S377
67940,1,INTRODUCCION A LA INGENIERiA AEROESPACIAL,"FRANCHINI, SEBASTIAN",TL 787 F816
7702,1,ETHICAL HACKING : UN ENFOQUE METODOLOGICO PARA PRO,"SALLIS, EZEQUIEL",TK 5105.59 S168
7634,1,ELECTRICIDAD Y MAGNETISMO : PARA ESTUDIANTES DE CI,"CANTU, LUIS HARO",QC 753.2 C233
7682,1,LOS PRINCIPIOS DE LA ETICA SOCIAL : TRATAMIENTO A,"LARROYO, FRANCISCO",BJ 11 L332
6810,1,COMO... OPTIMIZAR NUESTRO BIENESTAR Y AHORRAR ENER,"PERALES BENITO, TOMAS",TH 4812 P426
7689,1,THE TEACHER AS A DECISION-MAKER,"BRUBAKER, DALE L.",LB 1715 B886
7705,1,SEGURIDAD INDUSTRIAL,,T 55 .A2 S456
7690,1,CERRAJERIA Y HERRAJES EN LA CONSTRUCCION,"AYUSO, CARLOS",TS 520 A987
7704,1,ETHICAL HACKING : UN ENFOQUE METODOLOGICO PARA PRO,"SALLIS, EZEQUIEL",TK 5105.59 S168
7692,1,ANALISIS Y DISENO DE PIEZAS CON CATIA V5,"VASQUEZ ANGULO, JOSE ANTONIO",TA 345.5 V335
7693,1,TEATRO,"SARTRE, JEAN-PAUL",PQ 2637 S249
7694,1,INTRODUCCION A LA INVESTIGACION SOCIOECONOMICA,"ORTiZ WADGYMAR, ARTURO",HD 30.4 O77
7695,1,PETROLEO,"LAVIN, JOSE DOMINGO",HD 9560.9.M11 L412
7696,1,ANALISIS Y DISENO DE PIEZAS CON CATIA V5,"VASQUEZ ANGULO, JOSE ANTONIO",TA 345.5 V335
7680,1,BREVE HISTORIA DEL PARTIDO COMUNISTA DE LA UNION S,"RESHETAR, JOHN S.",HX 650.77.2 R332
7700,1,ARDUINO : CURSO PRACTICO DE FORMACION,"TORRENTE ARTERO, OSCAR",TJ 223.P76 T692
7679,1,TEORiA DE LOS TESTS,"MAGNUSSON, DAVID",BF 698.8 M113
7650,1,ELECTRONICA DE POTENCIA : PRINCIPIOS FUNDAMENTALES,"BALLESTER, EDUARD",TK 3001 B191
769,1,"POLiMEROS : ESTRUCTURAS, PROPIEDADES Y APLICACIONE","URETA BARRON, ERNESTO",QD 139.P6 U75
67937,1,INTRODUCCION A LA INGENIERiA AEROESPACIAL,"FRANCHINI, SEBASTIAN",TL 787 F816
7492,1,PSICOLOGiA INDUSTRIAL,"TIFFIN, JOSEPH",HF 5548.8 T565
68154,1,LA ADMINISTRACION EDUCATIVA PUBLICA MEXICANA EN EL,ANUIES,LB 2331.65 A637
68153,1,"PRACTICAS DE TUTORiA, PRACTICAS DOCENTES Y FORMACI",ANUIES,LB 2331.65 A637
67936,1,INTRODUCCION A LA INGENIERiA AEROESPACIAL,"FRANCHINI, SEBASTIAN",TL 787 F816
7496,1,INGENIERIA BIOQUIMICA,"WEBB, F.C.",QP 514.2 W365
7497,1,LA INVESTIGACION EN LA CIENCIA DE LA CARNE,"GRAU, REIHOLD",TS 1955 G774
7498,1,ETHICAL HACKING : UN ENFOQUE METODOLOGICO PARA PRO,"SALLIS, EZEQUIEL",TK 5105.59 S168
7499,1,FABRICACION DE MERMELADA,"RAUCH, GEORGE H.",TX 612.J3 R241
7646,1,MAQUINAS PARA OBRAS,"GABAY, A.",TH 900 G112
7500,1,ANALISIS MODERNO DE LOS ALIMENTOS,"HART, F. LESLIE",TX 542 H325
7655,1,TRAFICO INTERNACIONAL : ADMINISTRACION Y APLICACIO,"MERCADO, SALVADOR",HE 335 M553
7490,1,ARDUINO : CURSO PRACTICO DE FORMACION,"TORRENTE ARTERO, OSCAR",TJ 223.P76 T692
7503,1,EL PESCADO Y LOS PRODUCTOS DE LA PESCA,"LUDORFF, W.",TX 556.5 L944
749,1,TRATADO DE HISTOLOGiA,"HAM, ARTHUR W.",QM 552 H198
66776,1,FRANCISCO VILLA Y LA REVOLUCION,"CERVANTES, FEDERICO",F 1234.V63 C419
7506,1,ORGANIZACION DE LA ESCUELA SECUNDARIA MEXICANA,"GAMEZ JIMENEZ, LUIS",LB 1603 G185
7507,1,COMPREHENSIVE BIOCHEMISTRY,"FLORKIN, MARCEL",QD 415 F639
7508,1,SITUACION Y PROYECCIONES DE LA EDUCACION TECNICA Y,,LC 1044 S623
67947,1,PATLANI : ENCUESTA NACIONAL DE MOVILIDAD ESTUDIANT,ANUIES,LB 2331.65 A637
750,1,TRATADO DE HISTOLOGiA,"HAM, ARTHUR W.",QM 552 H198
7667,1,"ELECTRONICA DIGITAL : TEORiA, PROBLEMAS Y SIMULACI",,TK 7860 E387
6797,1,INICIACION A LA ASTRONOMIA,"MUIDEN, JAMES",QB 45 M953
7653,1,LA INVESTIGACION BIBLIOGRAFICA,"CARRENO HUERTA, FERNANDO",HD 30.4 C314
7654,1,LINEAMIENTOS ELEMENTALES DE DERECHO PENAL (PARTE G,"CASTELLANOS TENA, FERNANDO",K 5014.4 C348
7681,1,ANALISIS Y DISENO DE PIEZAS CON CATIA V5,"VASQUEZ ANGULO, JOSE ANTONIO",TA 345.5 V335
7658,1,"ELECTRONICA DIGITAL : TEORiA, PROBLEMAS Y SIMULACI",,TK 7860 E387
7635,1,BASES DE DATOS : DESARROLLO DE APLICACIONES MULTIP,"LOPEZ MONTALBAN, IVAN",QA 76.9D32 L864
7662,1,"ELECTRONICA DIGITAL : TEORiA, PROBLEMAS Y SIMULACI",,TK 7860 E387
7663,1,TOMA DE DECISIONES EN ADMINISTRACION MEDIANTE MET,"SPURR, WILLIAM A.",HA 29 S772
7517,1,PROBLEMAS ECONOMICOS DE MEXICO Y SUSTENTABILIDAD,"MENDEZ MORALES, JOSE SILVESTRE",HC 131.5 M538
7666,1,LA UNIVERSIDAD EN EL MUNDO: PLANTEAMIENTOS VARIOS,,LB 2328.2 U54
7504,1,"FUNDAMENTOS DE MANUFACTURA MODERNA : MATERIALES, P","GROOVER, MIKELL",TS 183 G873
7669,1,TRADICIONES PERUANAS,"PALMA, RICARDO",PN 6051 SC125
667,1,MITO Y METAFiSICA. INTRODUCCION A LA FILOSOFiA,"GUSDORF, GEORGE",BD 111 G982
7671,1,"ELECTRONICA DIGITAL : TEORiA, PROBLEMAS Y SIMULACI",,TK 7860 E387
7672,1,MICROBIOLOGIA DE LOS ALIMENTOS VEGETALES,"MULLER, GUNTHER",QR 115 M958
7673,1,ANALISIS Y DISENO DE PIEZAS CON CATIA V5,"VASQUEZ ANGULO, JOSE ANTONIO",TA 345.5 V335
7675,1,PRODUCTIVIDAD Y OPTIMIZACION. INGENIERiA DE MANUFA,"KOENIG, DANIEL T.",TS 183 K78
7676,1,PHILOSOPHY OF EDUCATION,"FRANKENA, WILLIAM K.",LB 51 F829
7677,1,ELEMENTOS DE DISENO DE SUBESTACIONES ELECTRICAS,"ENRIQUEZ HARPER, GILBERTO",TK 1191 E59
751,1,FISICA,"GENZER, IRWIN",QC 23 G324
7664,1,INSTRUMENTOS DE INVESTIGACION,"BAENA PAZ, GUILLERMINA",HD 30.4 B139
6765,1,INTRODUCCION A LA COMPUTACION,"NORTON, PETER",QA 76 N864
6928,1,MECANICA,"TITHERINGTON, D.",QA 805 T617
67585,1,INTERPRETING ENGINEERING DRAWINGS,"BRANOFF, THEODORE J.",T 379 B821
67586,1,"AIRCRAFT INSPECTION, REPAIR & ALTERATIONS : ACCEPT",,TL 709 A298
67587,1,VLSI CIRCUITS FOR EMERGING APPLICATIONS,,TK 7874.75 V871
67588,1,RF CIRCUIT DESIGN TECHNIQUES FOR MF-UHF APPLICATIO,"EROGLU, ABDULLAH",TK 6560 E718
6768,1,INTRODUCCION A LA COMPUTACION PARA INGENIEROS,"CHAPRA, STEVEN C.",T 37.6 C467
6770,1,JUSTO A TIEMPO : LA TECNICA JAPONESA QUE GENERA MA,"HAY, EDWARD J.",TS 157 H412
6934,1,ANALISIS COMPARATIVO ENTRE COMPRAR MAQUINAS TROQUE,"ARIAS VARELA, JESUS",TS 253 A696
6927,1,FUNDAMENTOS DE ALGEBRA INTERMEDIA,"ERAUT, MICHAEL",QA 154.2 E65
6766,1,CiRCULOS DE CALIDAD EN OPERACION : ESTRATEGIA PARA,"BARRA, RALPH",HD 30.66 B268
6940,1,HISTORIA DE LA CULTURA,"YAZPIK, CARLOS",HM 101 Y35
67648,1,FORENSIC DNA EVIDENCE INTERPRETATION,,RA 1057.55 F715
67647,1,"SLEEP, CIRCADIAN RHYTHMS, AND METABOLISM : THE RHY",,QH 527 S632
6933,1,ELDRIGE CLEAVER DESDE ARGEL : HABLA SOBRE LA REVO,"LOCKWOOD, LEE",E 842 L813
67646,1,CARNITINE METABOLISM AND HUMAN NUTRITION,,QP 772 C289
67645,1,"NANOSTRUCTURES, NANOMATERIALS, AND NANOTECNOLOGIES",,T 174.7 N186
67644,1,"DIFFERENTIAL EQUATIONS WITH MATLAB : EXPLORATION,","MCKIBBEN, MARK A.",QA 371.5.D37 M478
67643,1,BUILDING NEXT GENERATION CONVERGED NETWORKS : THEO,,TK 5105.5 B932
67642,1,FINITE ELEMENT ANALYSIS OF COMPOSITE MATERIALS USI,"BARBERO, EVER J.",TA 418.9.C6 B234
6932,1,ELEMENTOS DE INGENIERIA MECANICA,"HOUPT, G. L.",TA 350 H835
67591,1,"INTELLIGENT INTEGRATED SYSTEMS : DEVICES, TECHNOLO",,TK 7871.99 I611
69700,1,EMBEDDED SYSTEMS AND ROBOTICS WITH OPEN SOURCE TOO,"DEY, NILANJAN",TJ 211.495 D528
6938,1,FISICOQUIMICA,"DANIELS, FARRINGTON",QD 453.2 D186
676,1,LA IDEA Y EL ENTE EN LA FILOSOFiA DE DESCARTES,"VILLORO, LUIS",B 1830 V759
67597,1,AN INTRODUCTION TO POLYSACCHARIDE BIOTECHNOLOGY,,TP 248.65.P64 I619
67596,1,MOLECULAR CELL BIOLOGY OF THE GROWTH AND DIFFERENT,,QH 581.2 M718
67595,1,DNA ENGINEERING: PROPERTIES AND APPLICATIONS,,QH 442 D629
67594,1,BIOINFORMATICS AND BIOMEDICAL ENGINEERING,,QH 324.2 B615
67593,1,ADVANCED AVIONICS HANDBOOK,,TL 722.5 A244
67694,1,ECUACIONES DIFERENCIALES CON APLICACIONES DE MODEL,"ZILL, DENNIS G.",QA 371 Z64
6939,1,HISTORIA DE LA CULTURA,"YAZPIK, CARLOS",HM 101 Y35
6761,1,INTRODUCCION A LA TERMODINAMICA EN INGENIERIA QUIM,"SMITH, J. M.",TP 149 S751
6937,1,RESUMENES DE CIVISMO,"ROMERO FENTANES, ANTONIO",JS 1700 R763
694,1,FILOSOFiA Y CIBERNETICA,"CROSSON, FREDERICK J.",Q 310 C951
67487,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : POWERPL,,TL 701.5 A957
6942,1,"COMEDIAS: EL AVARO, LAS PRESIOSAS RIDICULAS; ELME","MOLIERE, JUAN BAUTISTA POCQUELIN",PN 6051 SC149
6925,1,FUNDAMENTOS DE ARITMETICA,"ERAUT, MICHAEL",QA 107 E65
6771,1,ADMINISTRACION POR CALIDAD (APC),"SOSA PULIDO, DEMETRIO",TS 156.A2 S715
6926,1,INGENIARIA ELECTRICA : REDES DE DIODOS Y RESISTIVA,"BALABANIAN, NORMAN",TK 145 B171
67590,1,TRANSPORT PHENOMENA IN BIOMEDICAL ENGINEERING : PR,,R 857.B52 T772
67592,1,MANAGING THE PSNT TRANSFORMATION : A BLUEPRINT FOR,"DORNHEIM, SANDRA",TK 5105.88 D713
67495,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : AIRFRAM,,TL 671.9 A957
67506,1,LENGUAJES FORMALES Y TEORiA DE AUTOMATAS,"GIRO, JUAN",QA 267.3 G526
67505,1,LENGUAJES FORMALES Y TEORiA DE AUTOMATAS,"GIRO, JUAN",QA 267.3 G526
6949,1,"INGLES COMO MEDIO DE COMUNICACION EN LAS CIENCIAS,","GARST, THOMAS E.",PE 65 G212
67504,1,INSTALACIONES SOLARES FOTOVOLTAICAS,"TOBAJAS VAZQUEZ, M. CARLOS",TK 2960 T628
67503,1,INSTALACIONES SOLARES FOTOVOLTAICAS,"TOBAJAS VAZQUEZ, M. CARLOS",TK 2960 T628
67502,1,INSTALACIONES SOLARES FOTOVOLTAICAS,"TOBAJAS VAZQUEZ, M. CARLOS",TK 2960 T628
69493,1,"MAGE ANALYSIS, CLASIFICATION, AND CHANGE DETECTION","CANTY, MORTON JOHN",G 70.4 C234
67501,1,INSTALACIONES SOLARES FOTOVOLTAICAS,"TOBAJAS VAZQUEZ, M. CARLOS",TK 2960 T628
67641,1,SPECIFIC GENE EXPRESSION AND EPIGENETICS : THE INT,,QH 450 S741
67510,1,THE LEAN HEALTHCARE DICTIONARY : AN ILUSTRATED GUI,,RA 423 L437
67509,1,INTRODUCTION TO ENGINEERING : AN ASSESSMENT AND PR,"MAZUMDER, QUAMRUL",TA 145 M476
67489,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : POWERPL,,TL 701.5 A957
67748,1,MATEMATICAS 3 : CALCULO DE VARIAS VARIABLES,"ZILL, DENNIS G.",QA 303 Z64
67490,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : POWERPL,,TL 701.5 A957
67491,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : POWERPL,,TL 701.5 A957
67492,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : POWERPL,,TL 701.5 A957
6750,1,MANUTENCION DE LAS INSTALACIONES PARA TRANSPORTAR,"VEDERNIKOV, M. I.",TP 213 V315
67494,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : AIRFRAM,,TL 671.9 A957
675,1,SOCRATES Y EL SOCRATISMO,"GOMEZ ROBLEDO, ANTONIO",B 318 G633
67500,1,INSTALACIONES SOLARES FOTOVOLTAICAS,"TOBAJAS VAZQUEZ, M. CARLOS",TK 2960 T628
6763,1,GEOLOGIA PARA INGENIEROS,"BLYTH, F.G.H.",TA 705 B661
6772,1,TEORIA MODERNA DE PROBABILIDADES Y SUS APLICACIONE,"PARZEN, EMANUEL",QA 273 .A5 P267
69304,1,ESTUDIO CINETICO DE LA IVERTASA INMOVILIZADA EN RE,"SANTOS UGALDE, SANDRA LUZ",TP 1180 S231
6929,1,ENOLOGiA : TRANSFORMADORES Y TRATAMIENTOS DE LOS V,"RIBEREAU-GAYON, J.",TP 548 R484
73364,1,SITIO WEB CIR LAW,"OSUNA BENiTEZ, JORGE",TESIS TECNOLOGiAS DE LA INFORMACION Y COMUNICACION
6936,1,FUNDAMENTOS DE MECANICA Y CALOR,"YOUNG, HUGH D.",QC 302 Y72
66576,1,MATEMATICAS 3 : CALCULO DE VARIAS VARIABLES,"ZILL, DENNIS G.",QA 303 Z64
693,1,MECANICA DE MATERIALES,GERE M. JAMES,TA 405 G367
6764,1,CONSERVACION QUIMICA DE LOS ALIMENTOS : SUSTANCIAS,"LUCK, ERICH",TX 607 L941
67507,1,LENGUAJES FORMALES Y TEORiA DE AUTOMATAS,"GIRO, JUAN",QA 267.3 G526
6931,1,"INGENIEROS Y LAS TORRES DE MARFIL : PRACTICA, ENSE","CROSS, HARDY",TA 155 C949
67508,1,INTRODUCTION TO ENGINEERING : AN ASSESSMENT AND PR,"MAZUMDER, QUAMRUL",TA 145 M476
73340,1,MIGRACION DEL MODULO DE EXPORTACION DEL SISTEMA DE,"RAMiREZ GARCiA, JESSICA JAZMiN",TESIS TECNOLOGIAS DE LA INFORMACION Y COMUNICACION
73335,1,SISTEMA DE CONTROL DE INVENTARIO EN EL LABORATORIO,"CASTANEDA GIRON, ANGUS",TESIS TECNOLOGIAS DE LA INFORMACION Y COMUNICACION
73334,1,SISTEMA DE APLICACION WEB PARA LA ALTA DE PARAMEDI,"CUEVAS GARCiA, JOSUE",TESIS TECNOLOGIAS DE LA INFORMACION Y COMUNICACION
73337,1,IMPLEMENTACION DE UN SISTEMA WEB PARA GESTIONAR (M,"SIERRA GOMEZ, ELENA MARGARITA",TESIS TECNOLOGIAS DE LA INFORMACION Y COMUNICACION
6924,1,ELECTRICIDAD,"WARD, M. R.",TK 145 W256
6930,1,MATEMATICAS BASICAS,"LUNT, W.T.",QA 107 L961
67499,1,INSTALACIONES SOLARES FOTOVOLTAICAS,"TOBAJAS VAZQUEZ, M. CARLOS",TK 2960 T628
6756,1,LA PSICOLOGiA DE LOS ADOLESCENTES,"PEPIN, LOUISE",BF 724 P422
67640,1,HISTORIA DE LAS MATEMATICAS,"BELL, ERIC TEMPLE",QA 21 B433
6767,1,COLIBRi,,PQ 7298.12 C696
67398,1,"ESTRUCTURAS ISOSTATICAS : ARMADURAS, VIGAS, MARCOS","ROMERO NAVARRETE, JOSE ANTONIO",TA 645 R763
6769,1,CONSERVACION QUIMICA DE LOS ALIMENTOS : SUSTANCIAS,"LUCK, ERICH",TX 607 L941
69625,1,PRECALCULO,"FAIRES, DOUGLAS",QA 303 F165
69626,1,INGENIERiA MECANICA : ESTATICA,"SOUTAS LITTLE, ROBERT W.",QA 821 S726
69627,1,INGENIERiA MECANICA : ESTATICA,"SOUTAS LITTLE, ROBERT W.",QA 821 S726
67402,1,BASIC HELICOPTER AERODYNAMICS,"SEDDON, JOHN",TL 716 S447
67401,1,EXCEL FOR MASTERS : MACROS Y APLICACIONES VBA,"OCEDA SAMANIEGO, CESAR",HF 5548.4M523 O159
6963,1,"MOLDS, MUSHROOMS, AND MYCOTOXINS","CHRISTENSEN, CLYDE M.",QR 245 C554
67400,1,APRENDIENDO CON VIDEOJUEGOS : JUGAR ES PENSAR DOS,"RUIZ DAVILA, MARiA",GV 1469.3 R934
67393,1,LINEAR ALGEBRA AND PROBABILITY FOR COMPUTER SCIENC,"DAVIS, ERNEST",QA 76.9.M35 D261
67399,1,AUTOMATED DIAGNOSTIC AND ANALYTICS FOR BUILDINGS,,TH 6012 A939
67760,1,EL LIBRO : ANTOLOGiA DE JOVENES ESCRITORES DEL TAL,,PQ 7298.35E64 L697
67397,1,A CONCISE INTRODUCTION TO PROGRAMMING IN PYTHON,"JOHNSON, MARK",QA 76.73P98 J661
67396,1,DEVELOPING AND SECURITY THE CLOUD,"THURAISINGHAM, BHAVANI",QA 76.585 T536
69623,1,MECANICA DE MATERIALES,"BEER, FERDINAND",TA 405 B415
67389,1,MINERiA DE DATOS : A TRAVES DE EJEMPLOS,"PEREZ MARQUES, MARiA",QA 76.9.D343 P438
67383,1,APROVECHAMIENTO DE ENERGiAS RENOVABLES,,TJ 808 A654
6965,1,SYMPOSIUM: SEED PROTEINS,,TX 553.P7 S989
67384,1,APROVECHAMIENTO DE ENERGiAS RENOVABLES,,TJ 808 A654
67385,1,APROVECHAMIENTO DE ENERGiAS RENOVABLES,,TJ 808 A654
674,1,MEDITACION SOBRE LA JUSTICIA,"GOMEZ ROBLEDO, ANTONIO",K 495 G633
67750,1,SOFT COMPUTING AND FRACTAL THEORY FOR INTELLIGENT,"CASTILLO, OSCAR",QA 76.9S63 C352
74727,1,SEGURIDAD EN P2P,"AVILA SANTOS, IRAIS ADRIANA",TESIS INFORMATICA 71
67478,1,INVENTIVE ENGINEERING : KNOWLEDGE AND SKILLS FOR C,"ARCISZEWSKI, TOMASZ",TA 157 A674
67477,1,EL AUTOGIRO Y SU VUELO,"ROSELLO VERDAGUER, FERRAN",TL 715 R811
6954,1,ALGEBRA,"REES, PAUL K.",QA 154.2 R328
6776,1,INTRODUCCION A LA INGENIERIA INDUSTRIAL,"VAUGHN, RICHARD C.",T 56 V371
67766,1,INFORMATION SYSTEMS AND COMPUTING TECHNOLOGY,,QA 76 I434
67765,1,HIGH VALUE MANUFACTURING : ADVANCED RESEARCH IN VI,,TS 176 H638
67763,1,PROTECTIVE RELAYING : PRINCIPLES AND APPLICATIONS,"BLACKBURN, J.LEWIS",TK 2861 B628
67409,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : GENERAL,,TL 552 A957
67761,1,LEY FEDERAL DEL TRABAJO : SIN SALARIOS,"MEXICO, LEYES Y DECRETOS",KGF 1789 M611
67388,1,POWER SYSTEM SCADA AND SMART GRIDS,"THOMAS, MINI S.",TK 3105 T454
6920,1,WESTERN FERTILIZER HANDBOOK,,S 633 W527
67751,1,"HARMONICS, POWER SYSTEMS, AND SMART GRIDS","DE LA ROSA, FRANCISCO C.",TK 3226 D278
6953,1,DAIRY CATTLE AND MILK PRODUCTION,"ECKLES, CLARENCE H.",SF 239 E192
67756,1,ELECTRICITY AND MAGNETISM,"KELLY, P.F.",QC 753.2 K295
67755,1,ELECTRICAL MACHINES WITH MATLAB,"GONEN, TURAN",TK 2000 G638
67754,1,ELECTRIC SAFETY : PRACTICE AND STANDARDS,"EL-SHARKAWI, MOHAMED",TK 152 E371
67753,1,BIOMATERIAL APPLICATIONS : MACRO TO NANOSCALES,,TP 248.65 B615
67407,1,AVIATION MAINTENANCE TECHNICIAN HANDBOOK : GENERAL,,TL 552 A957
67762,1,BASIC SOLID STATE CHEMISTRY,"WEST, ANTHONY",QD 478 W516
69609,1,INTRODUCTION TO HIGH-DIMENSIONAL STATICS,"GIRAUD, CHRISTOPHE",QC 20.7.D55 G522
69607,1,MICROARRAY IMAGE AMD DATA ANALYSIS : THEORY AND PR,,TP 248.25 M626
69624,1,INGENIERIA MECANICA : ESTATICA,"PYTEL, ANDREW",QA 821 P996
69615,1,FiSICA I : TEXTO BASADO EN CALCULO,"SERWAY, RAYMOND",QC 23 S491
69621,1,FiSICA : ELECTRICIDAD Y MAGNETISMO,"SERWAY, RAYMOND",QC 753.2 S491
69620,1,FiSICA PARA CIENCIAS E INGENIERiA CON FiSICA MODER,"SERWAY, RAYMOND",QC 23 S491
6962,1,THE CHEMISTRY AND TECHNOLOGY OF CEREALS AS FOOD AN,"MATZ, SAMUEL A.",TS 2145 M446
69619,1,FiSICA CONTEMPORANEA,"JONES, EDWIN",QC 21.2 J762
69618,1,FISICA PARA LA CIENCIA Y LA TECNOLOGIA,"TIPLER, PAUL A.",QC 23 T595
67386,1,APROVECHAMIENTO DE ENERGiAS RENOVABLES,,TJ 808 A654
69616,1,PROBABILIDAD Y ESTADiSTICA,"SPIEGEL, MURRAY",TA 340 S755
69604,1,MACHINE LEARNING : AN ALGORITHMIC PERSPECTIVE,"MARSLAND, STEPHEN",Q 325.5 M372
69614,1,FISICA UNIVERSITARIA,"SEARS, FRANCIS",QC 21.2 S439
69613,1,FUNDAMENTOS DE FiSICA,"SERWAY, RAYMOND",QC 21.3 S491
69612,1,DIGITAL REPRESENTATIONS OF THE REAL WORLD : HOW TO,,TR 897.7 D574
69611,1,INTERACTIONS DESIGN FOR 3D USER INTERFACES . THE W,"ORTEGA, FRANCISCO",QA 76.9.U83 O771
69610,1,COMPUTATIONAL BIOPHYSICS OF THE SKIN,,QP 88.5 C782
6951,1,LA ESTRATEGIA DEL CAMBIO. GUIA PRACTICA PARA LAS T,"GILBREATH, ROBERT D.",HD 58.8 G465
69617,1,CALCULO DE VARIAS VARIABLES : MATEMATICAS 3,"LARSON, RON",QA 303 L333
67589,1,POWER EFFICIENCY IN BROADBAND WIRELESS COMMUNICATI,,TK 5103 P887
69608,1,3D ANIMATION FOR THE RAW BEGINNER USING MAYA,"KING, ROGER",TR 897.72 K521
67406,1,HANDBOOK OF FLUID DYNAMICS,,TA 357 H236
6950,1,"INGLES COMO MEDIO DE COMUNICACION EN LAS CIENCIAS,","GARST, THOMAS E.",PE 65 G212
67394,1,PRACTICAL LINEAR ALGEBRA : A GEOMATRY TOOLBOX,"FARIN, GERALD",QA 184.2 F225
6739,1,MEDICION DE ACTITUDES,"SUMMERS, GENE F.",BF 327 S955
67390,1,A COURSE IN MATHEMATICAL METHODS FOR PHYSICISTS,"HERMAN, RUSSELL L.",QC 20 H551
67391,1,DISCRETE MATHEMATICS WITH DUCKS,"BELCASTRO, SARAH-MARIE",QA 39.3 B426
67392,1,APPLICATIONS OF COMBINATORIAL MATRIX THEORY TO LAP,"MOLITIERNO, JASON J.",QA 166.243 M725
6964,1,COMMERCIAL CHICKEN PRODUCTION MANUAL,"NORTH, MACK",SF 487 N864
69622,1,FiSICA PARA CIENCIAS E INGENIERiA 1,"SERWAY, RAYMOND A.",QC 23 S491
69606,1,THE DESIGN STUDIO METHOD : CREATIVE PROBLEM SOLVIN,"SULLIVAN, BRIAN",TK 5105.88 S949
6961,1,"CHOCOLATE, COCOA AND CONFECTIONERY : SCIENCE AND T","MINIFIE, BERNARD W.",TX 971 M665
69605,1,FUNDAMENTALS OF PARALLEL MULTICORE ARCHITECTURE,"SOLIHIN, YAN",QA 76.5 S686
67405,1,MANUAL BASICO DE HELICOPTEROS,,TL 716.5 M294
67404,1,"ACCEPTABLE METHODS, TECHNIQUES & PRACTICES : AIRCR",,TL 671.9 A169
696,1,KANT Y EL PROBLEMA DE LA METAFiSICA,"HEIDEGGER, MARTIN",B 3279.H46 H462
6960,1,DECIDUOUS ORCHARDS,"CHANDLER, WILLIAM HENRY",SB 355 C455
67403,1,"ACCEPTABLE METHODS, TECHNIQUES & PRACTICES : AIRCR",,TL 671.9 A169
69601,1,"CLOUD COMPUTING AND DIGITAL MEDIA : FUNDAMENTALS,",,QA 76.585 C647
